,index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by,Order_Year,Order_Month,Order_Quarter,Order_Day,quarter,season
6641,72612,171-7645755-0677952,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0230,J0230-SKD-M,Set,M,Shipped,1,1349.0,NAVI MUMBAI,MAHARASHTRA,400702,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6642,72614,408-0203885-2989156,2022-02-15,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET377,SET377-KR-NP-XL,Set,XL,Shipped,1,1068.0,JORHAT,ASSAM,785004,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6643,72625,171-2868816-4405129,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW034,NW034-TP-PJ-XL,Set,XL,Shipped,1,613.0,BENGALURU,KARNATAKA,560037,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6644,72628,402-1842134-0689936,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET250,SET250-KR-SHA-L,Set,L,Shipped,1,675.0,BENGALURU,KARNATAKA,560077,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6645,72645,405-5243312-5649120,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3648,JNE3648-TP-N-L,Top,L,Shipped,1,518.0,NEW DELHI,DELHI,110032,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6646,72657,171-8552971-3518737,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-M,Western Dress,M,Shipped,1,771.0,MUHAMMA,KERALA,688525,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6647,72658,171-9836270-6844301,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3801,JNE3801-KR-XXL,kurta,XXL,Shipped,1,771.0,HYDERABAD,TELANGANA,500052,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6648,72660,407-1141202-0720300,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0201,J0201-TP-XL,Top,XL,Shipped,1,625.0,PUNE,MAHARASHTRA,411038,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6649,72661,407-1141202-0720300,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0117,J0117-TP-XL,Top,XL,Shipped,1,545.0,PUNE,MAHARASHTRA,411038,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6650,72665,402-7379296-5620349,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-M,Set,M,Shipped,1,696.0,MUZAFFARPUR,BIHAR,842001,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6651,72666,408-8381783-6757916,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3879,JNE3879-DR-XXXL,Western Dress,3XL,Shipped,1,661.0,AHMEDABAD,Gujarat,380058,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6652,72667,406-6254187-7865140,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET348,SET348-KR-NP-L,Set,L,Shipped,1,899.0,CHANDI MANDIR,HARYANA,134114,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6653,72668,407-4224673-5416320,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-M,Western Dress,M,Shipped,1,771.0,SANGAMNER,MAHARASHTRA,422605,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6654,72671,405-6196377-2177922,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3799,JNE3799-KR-XS,kurta,XS,Shipped,1,666.0,GURGAON,HARYANA,122001,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6655,72675,171-0241538-5161172,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-L,Set,L,Shipped,1,696.0,VARANASI,UTTAR PRADESH,221005,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6656,72677,404-4733673-6845926,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0350,J0350-SET-XL,Set,XL,Shipped,1,499.0,Faridabad,HARYANA,121006,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6657,72680,171-6562759-4468325,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-L,Western Dress,L,Shipped,1,885.0,HYDERABAD,TELANGANA,500090,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6658,72682,405-5596145-5151522,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-S,Western Dress,S,Shipped,1,771.0,FARIDABAD,HARYANA,121010,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6659,72683,405-5596145-5151522,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3801,JNE3801-KR-S,kurta,S,Shipped,1,771.0,FARIDABAD,HARYANA,121010,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6660,72684,405-5596145-5151522,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3501,JNE3501-KR-S,kurta,S,Shipped,1,380.0,FARIDABAD,HARYANA,121010,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6661,72688,408-9319408-2730733,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-L,Western Dress,L,Shipped,1,0.0,CUDDALORE,TAMIL NADU,607002,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6662,72689,405-8135423-4778725,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET377,SET377-KR-NP-XS,Set,XS,Shipped,1,1068.0,NOWROZABAD,MADHYA PRADESH,484555,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6663,72694,405-3565045-8322733,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-M,Western Dress,M,Shipped,1,771.0,UDAIPUR,RAJASTHAN,313001,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6664,72698,404-4869029-2295555,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0382,J0382-SKD-XXL,Set,XXL,Shipped,1,1338.0,Bengaluru,KARNATAKA,560038,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6665,72699,404-5056887-0540350,2022-02-15,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-S,Western Dress,S,Shipped,1,771.0,KAPADVANJ,Gujarat,387620,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6666,72700,407-3139802-6319544,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-XXL,Western Dress,XXL,Shipped,1,885.0,BENGALURU,KARNATAKA,560043,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6667,72702,402-4493683-1269162,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3781,JNE3781-KR-L,kurta,L,Shipped,1,432.0,Vadodara,Gujarat,390019,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6668,72703,403-0245680-9365945,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET014,SET014-KR-PP-A-XXXL,Set,3XL,Shipped,1,819.0,GHAZIABAD,UTTAR PRADESH,201014,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6669,72705,171-9563849-8305110,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-M,Western Dress,M,Shipped,1,885.0,Navimumbai,MAHARASHTRA,400709,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6670,72707,405-0340746-8021146,2022-02-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-XXXL,Western Dress,3XL,Shipped,1,885.0,MANDYA,KARNATAKA,571401,IN,False,Easy Ship,2022,2,1,15,Q1,Winter
6671,72713,408-8927656-8360344,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3437,JNE3437-KR-L,kurta,L,Shipped,1,517.0,"NIZAMABAD,Telangana",TELANGANA,503001,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6672,72717,171-3313991-1647526,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0285,J0285-SKD-M,Set,M,Shipped,1,1523.0,FARIDABAD,HARYANA,121002,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6673,72727,171-7605234-2616357,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0117,J0117-TP-XXL,Top,XXL,Shipped,1,545.0,AMRITSAR,PUNJAB,143002,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6674,72729,404-9764969-2929956,2022-02-16,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3284,JNE3284-KR-S,kurta,S,Shipped,1,324.0,CHENNAI,TAMIL NADU,600122,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6675,72733,406-0362249-3769902,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-M,Western Dress,M,Shipped,1,771.0,BENGALURU,KARNATAKA,560103,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6676,72739,406-2305302-2472308,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-M,Western Dress,M,Shipped,1,771.0,GHAZIABAD,UTTAR PRADESH,201014,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6677,72741,406-6761547-9506743,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET400,SET400-KR-NP-XL,Set,XL,Shipped,1,1068.0,BENGALURU,KARNATAKA,560100,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6678,72742,406-6761547-9506743,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET288,SET288-KR-NP-XL,Set,XL,Shipped,1,685.0,BENGALURU,KARNATAKA,560100,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6679,72746,405-9611928-0778751,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0153,J0153-DR-S,Western Dress,S,Shipped,1,443.0,MUMBAI,MAHARASHTRA,400037,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6680,72749,404-6855419-5633968,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0285,J0285-SKD-M,Set,M,Shipped,1,1523.0,MAZBAT,ASSAM,784507,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6681,72751,407-6307776-0645112,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET357,SET357-KR-NP-L,Set,L,Shipped,1,771.0,NAVI MUMBAI,MAHARASHTRA,400705,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6682,72756,403-1381062-8117158,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0117,J0117-TP-XL,Top,XL,Shipped,1,545.0,MUMBAI,MAHARASHTRA,401503,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6683,72757,402-3409979-3686701,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-XXL,Western Dress,XXL,Shipped,1,885.0,ALLAHABAD,UTTAR PRADESH,211001,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6684,72761,403-3152186-9749161,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3562,JNE3562-KR-L,kurta,L,Shipped,1,476.0,Nellore district,ANDHRA PRADESH,524309,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6685,72765,404-5222243-0609159,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET356,SET356-KR-NP-XXXL,Set,3XL,Shipped,1,999.0,NASHIK,MAHARASHTRA,422006,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6686,72766,402-3766529-0479569,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XXL,Western Dress,XXL,Shipped,1,771.0,Vazhakkala,KERALA,682030,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6687,72768,402-3451911-0916365,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0118,J0118-TP-XL,Top,XL,Shipped,1,529.0,GONDA,UTTAR PRADESH,271002,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6688,72771,406-5313369-7361135,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW013,NW013-ST-SR-XXXL,Set,3XL,Shipped,1,475.0,BENGALURU,KARNATAKA,560032,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6689,72774,405-9691523-3185936,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3776,JNE3776-KR-L,kurta,L,Shipped,1,301.0,PHAGWARA,PUNJAB,144402,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6690,72775,405-6941037-3923535,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-S,Set,S,Shipped,1,635.0,Karungal,TAMIL NADU,629157,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6691,72776,402-0165724-9272309,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-S,Western Dress,S,Shipped,1,771.0,Bengaluru,KARNATAKA,560068,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6692,72778,408-7469918-8212333,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET279,SET279-LC-XS,Set,XS,Shipped,1,0.0,KALYAN,MAHARASHTRA,421201,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6693,72779,405-3627714-9705927,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3905,JNE3905-DR-L,Western Dress,L,Shipped,1,625.0,NOIDA,UTTAR PRADESH,201301,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6694,72785,408-7965139-5811500,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XL,Western Dress,XL,Shipped,1,771.0,THOTTADA,KERALA,670007,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6695,72786,408-0360760-8611553,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET330,SET330-KR-PP-M,Set,M,Shipped,1,560.0,Meerut,UTTAR PRADESH,250005,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6696,72791,402-4289303-0883530,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3680,JNE3680-TU-M,Top,M,Shipped,1,574.0,VISAKHAPATNAM,ANDHRA PRADESH,530026,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6697,72797,402-4693504-8655544,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-M,Set,M,Shipped,1,696.0,NARSAMPET,TELANGANA,506132,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6698,72802,406-2993364-3493910,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-L,Western Dress,L,Shipped,1,885.0,PETHAPUR,Gujarat,382041,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6699,72807,406-4499072-9513946,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW034,NW034-TP-PJ-XL,Set,XL,Shipped,1,613.0,HSIIDC SOHNA,HARYANA,122103,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6700,72808,406-4499072-9513946,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW030,NW030-TP-PJ-XL,Set,XL,Shipped,1,582.0,HSIIDC SOHNA,HARYANA,122103,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6701,72818,403-1431311-8976333,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XL,Western Dress,XL,Shipped,1,771.0,WANAPARTHY,TELANGANA,509103,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6702,72819,403-1431311-8976333,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3798,JNE3798-KR-XL,Western Dress,XL,Shipped,1,771.0,WANAPARTHY,TELANGANA,509103,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6703,72822,405-7309938-1704340,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-S,Western Dress,S,Shipped,1,771.0,AGATTI,LAKSHADWEEP,682553,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6704,72824,403-8245760-3488339,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW004,NW004-TP-PJ-XXXL,Set,3XL,Shipped,1,475.0,Mumbai,MAHARASHTRA,400053,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6705,72831,407-6845732-2811548,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3751,JNE3751-KR-XL,kurta,XL,Shipped,1,349.0,GURUGRAM,HARYANA,122101,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6706,72832,405-9614435-1104356,2022-02-16,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0150,J0150-KR-S,kurta,S,Shipped,1,399.0,KOLKATA,WEST BENGAL,700002,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6707,72833,403-2305500-1987535,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XL,Western Dress,XL,Shipped,1,771.0,CHITRADURGA,KARNATAKA,577501,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6708,72834,403-2305500-1987535,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-A-XL,Western Dress,XL,Shipped,1,771.0,CHITRADURGA,KARNATAKA,577501,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6709,72838,406-6533947-8379531,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0236,J0236-SKD-XL,Set,XL,Shipped,1,949.0,HYDERABAD,TELANGANA,500072,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6710,72845,405-6886678-6158709,2022-02-16,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0341,J0341-DR-L,Western Dress,L,Shipped,1,885.0,JAMSHEDPUR,JHARKHAND,831012,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6711,72850,171-0547664-9399519,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-XXL,Western Dress,XXL,Shipped,1,885.0,BENGALURU,KARNATAKA,560040,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6712,72858,408-1060507-8564366,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET395,SET395-KR-NP-XL,Set,XL,Shipped,1,962.0,KANPUR,UTTAR PRADESH,208011,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6713,72863,402-3321300-6371558,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-M,Western Dress,M,Shipped,1,771.0,LUCKNOW,UTTAR PRADESH,226030,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6714,72867,402-1387386-4408363,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XL,Western Dress,XL,Shipped,1,771.0,MYSURU,KARNATAKA,570023,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6715,72871,404-0383314-7065118,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-A-M,Western Dress,M,Shipped,1,771.0,Bangalore,KARNATAKA,560076,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6716,72873,171-2125297-9360328,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3720,JNE3720-KR-XL,kurta,XL,Shipped,1,517.0,TENALI,ANDHRA PRADESH,522201,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6717,72876,407-1899169-5729152,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET389,SET389-KR-NP-XL,Set,XL,Shipped,1,648.0,SONIPAT,HARYANA,131001,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6718,72880,408-5310777-8334740,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0236,J0236-SKD-XXXL,Set,3XL,Shipped,1,949.0,AMRAVATI,MAHARASHTRA,444602,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6719,72885,406-4248789-0275518,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3786,JNE3786-KR-XXL,kurta,XXL,Shipped,1,349.0,Dahod,Gujarat,389151,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6720,72886,171-6201831-3925943,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET187,SET187-KR-DH-XL,Set,XL,Shipped,1,699.0,JAIPUR,RAJASTHAN,302001,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6721,72887,406-6229189-6697906,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET389,SET389-KR-NP-S,Set,S,Shipped,1,648.0,JAMSHEDPUR,JHARKHAND,831013,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6722,72888,403-9993231-7131537,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3261,JNE3261-KR-XL,kurta,XL,Shipped,1,382.0,DOBASPET INDUSTRIAL AREA,KARNATAKA,562111,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6723,72889,171-3453290-7127557,2022-02-16,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET377,SET377-KR-NP-XS,Set,XS,Shipped,1,1068.0,MAINPURI,UTTAR PRADESH,205001,IN,False,Easy Ship,2022,2,1,16,Q1,Winter
6724,72891,408-5204312-2869913,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET345,SET345-KR-NP-L,Set,L,Shipped,1,641.0,CHENNAI,TAMIL NADU,600100,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6725,72892,406-8889612-3197901,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-S,Western Dress,S,Shipped,1,771.0,LAKHIMPUR,UTTAR PRADESH,262701,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6726,72896,406-3290624-6325947,2022-02-17,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0189,J0189-TP-XXXL,Top,3XL,Shipped,1,317.0,AHMEDABAD,Gujarat,380013,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6727,72899,408-6306587-6141136,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET258,SET258-KR-PP-S,Set,S,Shipped,1,881.0,CHENNAI,TAMIL NADU,600037,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6728,72900,404-5224429-1546721,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3261,JNE3261-KR-XL,kurta,XL,Shipped,1,382.0,NANDIVARAM GUDUVANCHERI,TAMIL NADU,603202,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6729,72903,405-2863418-3669905,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-S,Western Dress,S,Shipped,1,771.0,Ernakulam,KERALA,683517,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6730,72907,403-1532691-9561114,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,BTM039,BTM039-PP-L,Bottom,L,Shipped,1,360.0,MUMBAI,MAHARASHTRA,400063,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6731,72910,403-8639214-6240350,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-M,Western Dress,M,Shipped,1,885.0,SIVAKASI,TAMIL NADU,626189,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6732,72911,403-4716863-0201101,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-S,Western Dress,S,Shipped,1,771.0,THRISSUR,KERALA,680631,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6733,72912,171-9121225-2035509,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3761,JNE3761-KR-M,kurta,M,Shipped,1,301.0,KOLLUR,KARNATAKA,576220,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6734,72913,408-6084678-5032333,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET389,SET389-KR-NP-XL,Set,XL,Shipped,1,0.0,Rohini,DELHI,110085,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6735,72914,404-2098843-0919525,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3468,JNE3468-KR-M,kurta,M,Shipped,1,399.0,"Kenwad, Malegaon jahagir",MAHARASHTRA,444503,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6736,72915,404-2098843-0919525,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3620,JNE3620-KR-M,kurta,M,Shipped,1,325.0,"Kenwad, Malegaon jahagir",MAHARASHTRA,444503,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6737,72916,403-7844036-1725918,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-M,Western Dress,M,Shipped,1,885.0,HYDERABAD,TELANGANA,502032,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6738,72919,403-7647927-1706704,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-M,Western Dress,M,Shipped,1,885.0,CHENNAI,TAMIL NADU,600091,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6739,72922,408-7169909-0417962,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0153,J0153-DR-XXL,Western Dress,XXL,Shipped,1,443.0,MUMBAI,MAHARASHTRA,400057,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6740,72925,402-9717860-1933169,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3801,JNE3801-KR-L,kurta,L,Shipped,1,771.0,VELLORE,TAMIL NADU,632006,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
6741,72926,402-2613130-5337164,2022-02-17,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3721,JNE3721-KR-XL,kurta,XL,Shipped,1,301.0,KRISHNANAGAR,WEST BENGAL,741101,IN,False,Easy Ship,2022,2,1,17,Q1,Winter
